content,category
"Sun World và Klook công bố quan hệ đối tác chiến lược, thúc đẩy du lịch trong nước Sun World - thương hiệu vui chơi giải trí đẳng cấp của tập đoàn Sun Group và Klook - nền tảng đặt hoạt động du lịch và giải trí hàng đầu thế giới đã ký kết thỏa thuận tăng cường mối quan hệ đối tác chiến lược nhằm kích cầu du lịch nội địa. Sun World và Klook đồng thời sẽ phối hợp chặt chẽ trong hoạt động chăm sóc khách hàng và truyền thông sáng tạo nhằm bắt kịp xu hướng, nhu cầu của khách du lịch trong nước, tổ chức nhiều hoạt động thú vị trên các kênh online và trực tiếp của cả hai bên để gia tăng trải nghiệm cho khách hàng. Chúng tôi tin tưởng rằng sự hợp tác giữa Sun World và Klook sẽ từng bước thay đổi hành vi của người tiêu dùng, qua đó khách du lịch Việt Nam sẽ tiếp cận dễ dàng hơn tới các sản phẩm du lịch trong nước."" Là thương hiệu vui chơi giải trí thuộc tập đoàn Sun Group, Sun World đã khẳng định được đẳng cấp, vị thế hàng đầu với những công trình vui chơi giải trí đạt nhiều kỷ lục và giải thưởng danh giá thế giới. Trải dài từ Bắc đến Nam, Sun World hiện có 7 tổ hợp du lịch và vui chơi giải trí gồm: Sun World Fansipan Legend (Sa Pa), Sun World Halong Complex (Quảng Ninh), Sun World Cat Ba Cable Car (Hải Phòng), Sun World Ba Na Hills và Công viên Châu Á - Asia Park (Đà Nẵng), Sun World BaDen Mountain (Tây Ninh) và Sun World Hon Thom Nature Park (Phú Quốc). Thông qua Klook, nền tảng hàng đầu về dịch vụ trực tuyến, khách hàng sẽ có thêm kênh tiếp cận, đặt vé dễ dàng và thuận tiện nhất để thỏa thích trải nghiệm các điểm đến Sun World trên mọi miền tổ quốc. Sau tín hiệu vui của sự kiện Việt Nam triển khai nhập khẩu và tiêm vaccine ngừa COVID-19, thị trường du lịch nội địa hứa hẹn sẽ dần trở lại với nhiều triển vọng. Việc hợp tác giữa những tên tuổi hàng đầu trong ngành du lịch như Sun World và Klook sẽ góp phần đẩy nhanh quá trình hồi phục của du lịch nội địa, và chuẩn bị sẵn tâm thế cho sự bứt phá trong thời gian tới.",Du lịch
"Facebook trả tiền cho 14 cơ quan báo chí Canada TTO - Mạng xã hội Facebook đồng ý trả tiền cho 14 ""nhà xuất bản nội dung"" Canada để được đăng tải lại các bài viết về COVID-19, khoa học và khí hậu. Số tiền Facebook phải bỏ ra được giữ bí mật. Theo giới quan sát truyền thông Canada, thỏa thuận mới đem lại nguồn ""tiền tươi"" cho các tổ chức truyền thông đang bị tổn thất vì mất doanh thu quảng cáo truyền thống. Tuy nhiên, theo nhóm này, Facebook không dễ dàng chi tiền nếu không nhận thức được các rắc rối pháp lý sắp tới.",Du lịch
"‘Nghỉ thảnh thơi - chơi thỏa thích’ với chùm tour lễ 30-4 giá chỉ từ 1,6 triệu đồng Chùm tour lễ 30-4 từ Sài Gòn giá tốt khám phá từ biển đảo tới núi cao mang đến cho bạn và gia đình những hành trình vi vu đáng nhớ. Tour 3 ngày 2 đêm, 2 ngày 2 đêm với giá từ 1.690.000đ/khách. Cũng không thể không kể đến chùm tour biển đảo Khánh Hòa khám phá các điểm đến nổi tiếng bậc nhất miền Trung như Nha Trang, Bình Ba hay Bình Hưng. Tắm biển Bình Ba - một trong những vịnh biển đẹp nhất Việt Nam sở hữu cảnh sắc cực độc đáo và thơ mộng hay tới thăm Bình Hưng chụp ảnh tại ""con đường cầu vòng ven biển"" kết hợp ngắm toàn cảnh vịnh Cam Ranh không đâu đẹp bằng.",Du lịch
"Trải nghiệm ẩm thực Thái Lan tại Khách sạn Windsor Plaza từ 9-4 đến 2-5 Chào mừng dịp lễ hội Songkran, hãy cùng trải nghiệm ẩm thực đặc sắc của Thái Lan tại nhà hàng Café Central An Đông thuộc khách sạn Windsor Plaza, diễn ra từ ngày 9-4 đến ngày 2-5. Chương trình giới thiệu nhiều món ngon từ khắp các khu chợ đêm nhộn nhịp của Bangkok, như salad trộn ngấm vị, gà xiên nướng kiểu Thái đến các loại cà ri thơm lừng. Hãy thỏa thích thưởng thức các hương vị đến từ ""xứ sở của nụ cười"" này nhé. Buffet tối các ngày trong tuần giá chỉ 798.000 đồng mỗi khách, bao gồm bia Đức và nước ngọt không giới hạn. Vào hai ngày cuối tuần thứ Bảy và Chủ nhật, buffet tối giá 898.000 đồng mỗi khách, còn buffet trưa giá 668.000 đồng mỗi khách, đều bao gồm bia Đức, nước ngọt và vang sủi.",Du lịch
"Vắc xin chưa ổn lại lo thêm ‘hộ chiếu vắc xin’ giả TTO - ""Hộ chiếu vắc xin"" đang được xem là một trong những giải pháp giúp khơi thông du lịch, thương mại và vực dậy các nền kinh tế trên thế giới, nhưng vấn đề này lại làm gia tăng vấn nạn ""hộ chiếu vắc xin"" giả.",Du lịch
"Châu Âu đạt thỏa thuận về ‘hộ chiếu vắc xin’ TTO - Các nước châu Âu đạt thỏa thuận về ‘hộ chiếu vắc xin’ kỹ thuật số, mở đường cho công dân tại 27 nước Liên minh châu Âu (EU) đi lại, du lịch vào mùa hè này, trong bối cảnh nhiều nước đang dần gỡ bỏ các biện pháp chống dịch COVID-19.",Du lịch
"Tiếp tục bị khóa tài khoản, ông Trump nói Facebook, Twitter và Google phải trả giá TTO - Sau khi Facebook ra quyết định tiếp tục khóa tài khoản của cựu tổng thống Donald Trump, ông Trump nói đây là 'sự nhục nhã' với nước Mỹ. Ông nói Facebook và các công ty Big Tech khác sẽ phải trả giá. Cựu tổng thống Trump tuyên bố: ""Tự do ngôn luận đã bị tước đi từ tổng thống Mỹ vì những kẻ điên rồ cực tả sợ sự thật. Nhưng dù thế nào đi nữa sự thật sẽ được phơi bày, lớn và mạnh mẽ hơn bao giờ hết”. phá hoại tiến trình bầu cử Mỹ một lần nữa"" - ông Trump tuyên bố. Trước đó cùng ngày, ban giám sát Facebook ra quyết định tiếp tục ""treo"" tài khoản Facebook và Instagram của cựu tổng thống Donald Trump. Tuy nhiên họ thừa nhận việc chặn tài khoản của ông vô thời hạn và không có tiêu chuẩn rõ ràng là ""không phù hợp"".",Du lịch
"Mỹ nhân xứ Huế - Kỳ 5: Giai nhân Huế đưa ẩm thực Việt ra thế giới TTO - Sau gần 20 năm, bà Hoàng Anh vẫn nhớ niềm vui từ bữa tiệc giữa không gian đặc biệt trên đất khách, nơi thường tổ chức các đợt giao lưu văn hóa khác biệt với văn hóa nước sở tại thể hiện sự giao lưu và tính chất đa dạng của văn hóa nhân loại. Một người phụ nữ có vẻ đẹp gắn liền với sự cổ kính, sang trọng và đài các của chốn hoàng cung, lại là một nghệ nhân ẩm thực cung đình cự phách. Đó là bà Hồ Thị Hoàng Anh, người từng quảng bá ẩm thực Việt ra với thế giới. ""Tôi thấy vui khi giới thiệu ẩm thực Huế đi nhiều nơi, mình cảm thấy họ đón nhận, tôn trọng văn hóa ẩm thực của mình. Đôi khi ở nước ngoài, mình mà nhiều người khác nữa cũng thường mặc cảm với sự nghèo khó, lạc hậu. Nhưng khi bày lên các món ăn, cách họ đón nhận và khen ngợi như thế, làm tôi thấy những giá trị văn hóa nước mình không hề thua kém. Chính ẩm thực mình làm cho tôi tự tin về sự ngang hàng, có khi còn hơn thế, từ những điều riêng biệt, độc đáo mà những nền văn hóa khác không có được"" - giai nhân, nghệ nhân ẩm thực cung đình Hồ Thị Hoàng Anh. ********************",Du lịch
"Về rừng ăn lẩu mắm U Minh TTO - ""Ác với nhau chi bằng trêu lẩu mắm, thương nhau lắm thì về xứ U Minh"", câu nói chơi nhưng mà thiệt. Sập mưa. Rau rừng rộ lên, dân rừng U Minh dễ hay ""tạo nghiệp"" khi ""bẹo hàng"" món lẩu mắm đầy bông. Phan, anh chàng từ tuốt dưới rừng U Minh (Cà Mau) lên Sài Gòn lập nghiệp, thỉnh thoảng lại làm mếch lòng bè bạn phương xa khi khoe những chuyến về quê. Có gì đâu, miền quê của anh chỉ là vùng rừng có những con kênh thẳng tắp từ bạt ngàn này đến mênh mông khác. lẩu mắm.",Du lịch
"Quảng Nam 'trả lương' cho 13 nhà cổ tư nhân trong dịch bệnh TTO - Ngày 29-4, Sở VH-TT&DL tỉnh Quảng Nam cho biết từ ngày 1-7 tới đây, 13 căn nhà cổ thuộc sở hữu của tư nhân trong phố cổ Hội An sẽ được Nhà nước hỗ trợ 5 triệu đồng/tháng/nhà tới hết năm 2021. Tổng kinh phí hỗ trợ cho đợt này là gần 400 triệu đồng, đã được HĐND tỉnh Quảng Nam thông qua. Theo Trung tâm Quản lý bảo tồn di sản Hội An, trong hơn 1.100 nhà cổ có giá trị tại phố cổ thì từ nhiều năm nay có 13 căn nhà cổ thuộc sở hữu tư nhân đang được đưa vào danh sách các điểm tham quan. Các chủ sở hữu nhà chủ động duy tu, bảo quản công trình cổ để thu hút khách du lịch. Cứ mỗi khách tới thì Trung tâm Văn hóa thể thao - truyền thanh, truyền hình Hội An sẽ trích lại cho chủ nhà một khoản tiền cố định. Hoạt động bảo tồn kết hợp làm du lịch này được duy trì từ năm 1995 tới nay và góp phần tạo lợi nhuận, giữ gìn giá trị các công trình cổ. Những nhà cổ hấp dẫn có đông khách tới thậm chí có lợi nhuận khoảng 100 triệu đồng/tháng. Tuy nhiên từ hai năm nay đại dịch COVID-19 gây thiệt hại nặng, phố cổ Hội An tê liệt. Nhiều nhà cổ tư nhân không có khách buộc phải đóng cửa. Ông Nguyễn Thanh Hồng - giám đốc Sở VH-TT&DL tỉnh Quảng Nam - cho biết khoản hỗ trợ 5 triệu đồng/nhà cổ tư nhân mà UBND tỉnh Quảng Nam triển khai nhằm sẻ chia một phần, động viên tinh thần để các chủ sở hữu nhà cổ tiếp tục mở cửa, vượt qua giai đoạn khó khăn phục hồi du lịch.",Du lịch
"4 việc cần làm cho du lịch Việt TTO - Sau bài trả lời phỏng vấn 'Ưu tiên du lịch nội' của tân bộ trưởng Bộ Văn hóa - thể thao và du lịch, có 4 vấn đề lõi của ngành du lịch mà theo tôi cần ưu tiên giải quyết để đẩy nhanh quá trình hồi phục. Nghị quyết 08 của Bộ Chính trị về phát triển du lịch trở thành ngành kinh tế mũi nhọn và tạo động lực thúc đẩy xã hội sau nhiều năm vẫn chưa được hiện thực hóa như kỳ vọng.",Du lịch
"Café Central The Garden Mall chính thức ra mắt tại quận 5 Thương hiệu Café Central từ lâu đã nổi tiếng với phong vị ẩm thực đa dạng và độc đáo, nay sẽ có mặt tại khu Chợ Lớn, quận 5, TP.HCM. Café Central The Garden Mall chính thức khai trương vào ngày 1-3-2020. Chợ Lớn vốn là khu vực mang đậm dấu ấn văn hóa và ẩm thực phương đông, thể hiện rõ nét trên từng trang thực đơn cũng như thiết kế tinh tế của nhà hàng. Một khung cảnh tạo cho thực khách cảm giác thoải mái, không kiểu cách của một nhà hàng Hong Kong đặc trưng. Café Central The Garden Mall giới thiệu thực đơn phong phú các món Hong Kong, Trung Hoa và Việt Nam, cũng như các món Âu được yêu thích cho bữa sáng, bữa trưa và bữa tối. Tất cả đều được thực hiện tại gian bếp mở, nơi thực khách có thể tận mắt xem các đầu bếp chế biến những món ngon của nhà hàng. Tại đây còn có quầy bánh, địa điểm đầu tiên trong khu vực phục vụ các loại bánh Trung Hoa đặc sắc. Tọa lạc tại tầng trệt trung tâm thương mại The Garden Mall, hướng ra đường Hồng Bàng sầm uất, thực khách đến với Café Central The Garden Mall không chỉ cảm nhận nhịp sống hối hả và nhộn nhịp từ bên ngoài mà còn có thể thư thả cùng bạn bè thưởng thức các loại nước trái cây tươi mát, tách cà phê thơm ngon, hay ly bia tươi Krombacher phong cách. Café Central The Garden Mall mở cửa hàng ngày, phục vụ bữa sáng từ 7h30, bữa trưa và tối từ 10h30 đến 22h. Nhân dịp khai trương, nhà hàng áp dụng ưu đãi 50% nhiều món cho đến hết ngày 14-3-2020. Ngoài ra, còn có thêm ưu đãi giờ vàng mùa xuân, áp dụng trong khung giờ 16h đến 19h hàng ngày, cho khách cơ hội thưởng thức một phần xúc xích Đức hảo hạng cùng bia tươi Krombacher không giới hạn chỉ với 200.000 mỗi người.",Du lịch
"Tour Thụy Sĩ, Pháp, Đức, Hà Lan, Bỉ từ 24.090.000 đồng Đến Thụy Sĩ - đất nước đáng sống nhất thế giới với đỉnh Alps tuyết trắng. Tới Pháp ngắm Paris - thành phố tráng lệ - niềm kiêu hãnh của kiến trúc và lịch sử anh hùng xứng đáng danh hiệu thủ đô nhân loại… Thăm những ngôi làng thiên thần vùng Alsace (Pháp) ngát hương thơm rượu vang. Sang Hà Lan khám phá làng Giethoorn miên man hoài cổ; Amsterdam tự hào với chiếc cối xay gió. Đến Cologne (Đức) chiêm ngưỡng nhà thờ Dom sừng sững bên sông Rhine… Đây cũng là nơi sở hữu đặc sản nước khoáng Evian. Nghỉ ở khách sạn tại Paris. Nghỉ ở khách sạn tại Paris.",Du lịch
"Onsen Quang Hanh - khi những giá trị vàng được nhân rộng và nâng tầm Khai thác hiệu quả nguồn khoáng có chất lượng được xếp hạng quý hiếm trên thế giới ngay tại Việt Nam, Quang Hanh đang trên lộ trình trở thành một điểm đến thư giãn, trị liệu và chăm sóc sức khỏe hàng đầu tại khu vực. Và người Việt vẫn cứ phải đi Nhật để... tắm onsen đúng chuẩn. Yoko Onsen Quang Hanh đã nhanh chóng tạo nên sức hút đặc biệt cho du lịch Quảng Ninh. Với không gian yên bình như một ngôi làng Nhật nhỏ nép bên sườn núi, dịch vụ tận tâm và một quy trình tắm onsen bài bản cùng chất lượng khoáng được nâng tầm bởi hệ thống lọc hiện đại loại bỏ các tạp chất và chỉ giữ lại những khoáng chất có lợi cho sức khỏe, Yoko Onsen Quang Hanh được đánh giá còn chuẩn chỉnh và đẳng cấp hơn nhiều khu onsen tại chính ""đất mẹ"" Nhật Bản. Theo đó, lấy những giá trị vàng của khoáng nóng Quang Hanh làm cốt lõi, Sun Group sẽ tiếp tục triển khai giai đoạn 2 của dự án Yoko Onsen Quang Hanh với một tổ hợp công viên suối khoáng nóng Yoko Park, hệ thống biệt thự Sun Onsen Village - Limited Edition được thiết kế như những resort thu nhỏ phong cách Nhật Bản, dẫn riêng nguồn khoáng tại chỗ với đầy đủ các hệ thống, quy trình tắm onsen chuẩn Nhật. Cũng nằm trong hệ sinh thái này sẽ có khách sạn cao cấp và một bệnh viện chất lượng cao phục vụ cho công tác trị liệu, tư vấn, tầm soát sức khỏe và phục hồi chức năng, vận hành bởi Kitahara Medical Strategies International - tập đoàn vận hành chuỗi các bệnh viện quốc tế, bệnh viện phục hồi chức năng, phòng khám chất lượng cao chuyên nghiệp tại Nhật Bản. Trong tương lai không xa, những giá trị và trải nghiệm mà Yoko Onsen Quang Hanh mang lại cho người dân và du khách tới Quảng Ninh sẽ tăng theo cấp số nhân. Những giá trị khoáng cao cấp nhất từ khoáng nóng Quang Hanh sẽ không chỉ được tối ưu hóa mà còn tiếp cận được tới mọi đối tượng người dân, từ trẻ nhỏ đến người già, từ người khỏe mạnh cần thư giãn, tăng cường thể chất tới những người có sức khỏe kém cần một liệu pháp chăm sóc, từ các gia đình cho tới nhóm bạn, đôi lứa đều có thể cùng tận hưởng chuyến đi mơ ước ngay cả khi nhu cầu khác nhau. Và chỉ khi ""món quà quý"" từ đất mẹ có thể dành tặng tới mọi người như vậy, giá trị của ""nguồn khoáng vàng"" mới thực sự tròn vẹn, ý nghĩa.",Du lịch
"Chủ tịch UBND quận Gò Vấp: Hôm nay người dân tạm đi lại bình thường, phải khai báo y tế TTO - Chủ tịch UBND quận Gò Vấp Nguyễn Trí Dũng khẳng định thông tin trên trước nhiều thắc mắc của người dân về việc đi lại trên địa bàn quận này đến các quận lân cận trong ngày hôm nay (31-5). trong hôm nay, quận Gò Vấp tạm thời cho người dân đi qua Gò Vấp bình thường nhưng phải khai báo y tế. Hiện quận Gò Vấp đang họp với các cơ quan liên quan để rà soát lại toàn bộ quy định. Đồng thời đưa ra phương án thống nhất về việc kiểm soát người và phương tiện từ Gò Vấp đi các nơi khác và ngược lại để triển khai vào ngày mai (1-6). Nhiều người dân cùng chung câu hỏi rằng đi qua có được không thì được tổ túc trực tại đây trả lời ""cứ đi đi, chiều rồi tính tiếp"". Nhiều người lo ngại đến chiều không về được nên phân vân chưa dám qua, có nhiều người chọn cách quay đầu xe, xin nghỉ việc tạm thời.",Du lịch
"Đầu năm ăn hàu cho sung để cả năm được sướng TTO - Người thì làm món khổ qua cho ""qua cái khổ"", nhà thì mâm Tết vẫn ""cầu dừa đủ xài, thêm sung nữa"", còn nhà tôi thì nhất định phải có món hàu, ăn cho sung để mà sướng cả năm. Mấy ngày Tết, xem ra cũng làm được khá món. Nào hàu chiên trứng, hàu nướng phô mai, hàu nấu cà chua, thêm cả hàu nướng mỡ hành ăn ngoài quán nữa. Ấy là chưa kể món trứ danh hàu sống ăn với wasabi, vừa ăn vừa hít hà. Để cho no bụng thì làm món hàu nấu cháo, ăn với rau cải bẹ xanh xắt nhỏ, thiệt bá cháy.",Du lịch
"Hoa chò nâu Sài Gòn xoay tít đón hè TTO - Tháng 5 về, chò nâu chín rụng kín một khoảng trời Sài Gòn. Những quả chò xoay tít trong gió tạo nên phong cảnh lãng mạn và nên thơ, thu hút nhiều du khách và giới trẻ.",Du lịch
"Có thể bị phạt tù khi mang thực phẩm, rau củ đến Nhật Bản TTO - Từ ngày 1-10-2018, hành khách muốn mang thực phẩm tươi sống, thực phẩm chế biến, như rau củ quả... vào Nhật Bản phải nộp giấy chứng nhận kiểm dịch thực vật do chính phủ nước xuất khẩu cấp, nếu không có thể bị phạt tù.",Du lịch
"Tour Thụy Sĩ, Pháp, Đức, Hà Lan, Bỉ từ 24.090.000 VND Tour đưa du khách tham quan Thụy Sĩ - đất nước đáng sống nhất thế giới, đến Paris (Pháp) - thành phố tráng lệ, niềm kiêu hãnh với kiến trúc và lịch sử anh hùng; khám phá những ngôi làng thiên thần vùng Alsace (Pháp) với hương thơm rượu vang. Hành trình còn tới Giethoorn (Hà Lan) miên man hoài cổ, cùng Amsterdam tự hào với chiếc cối xay gió, đến Cologne (Đức) chiêm ngưỡng nhà thờ Duomo sừng sững bên sông Rhine… Hãy ngỏ ý cùng chúng tôi để có kỳ du lịch thích hợp nhất!",Du lịch
"Lý giải sức bật mạnh mẽ của du lịch Tây Ninh Với sự vào cuộc bài bản, chuyên nghiệp của nhiều nhà đầu tư chiến lược, Tây Ninh - 'mỏ vàng ngủ quên' bên bờ sông Vàm Cỏ đã thực sự trở mình vụt sáng trên bản đồ du lịch phương Nam.",Du lịch
"Công ty du lịch Việt Nam bán tour đi Mỹ tiêm vắc xin TTO - Với giá 45 triệu đồng, người Việt có thể mua tour đi Mỹ tiêm vắc xin cho hành trình một chiều kéo dài 8 ngày, không bao gồm vé chiều về. Khi nhập cảnh, khách phải cách ly 21 ngày theo quy định. Vậy tour này có thực sự hấp dẫn? tour VAC-cation (kết hợp giữa vaccine và vacation - du lịch) vừa được Công ty du lịch Hồng Ngọc Hà Travel (Q.1, TP.HCM) chào bán. Đây là tour kết hợp giữa mục đích đi tiêm vắc xin với chuyến tham quan du lịch do một công ty du lịch Việt Nam lần đầu đứng ra tổ chức. hận thấy nguồn vắc xin dồi dào tại một số nước tiên tiến, cùng với những chính sách nhập cảnh rộng mở hơn, hãng cho rằng đây là cơ hội tốt để những ai có nhu cầu tiêm chủng kết hợp du lịch nghỉ dưỡng, thăm thân… trong thời điểm hiện nay. Tour được xây dựng dựa trên hình thức du lịch Free & Easy, khách chủ động ""phát triển"" gói dịch vụ phù hợp nhu cầu cá nhân và gia đình, trong đó có ""du lịch tiêm chủng"" và thăm thân. Mức giá bán tour sẽ phụ thuộc vào khoảng cách thời gian giữa các mũi tiêm của từng loại vắc xin. Giá tour được niêm yết xấp xỉ 45 triệu đồng/khách cho sản phẩm tour tiêu chuẩn 8 ngày 7 đêm chiều Việt Nam đến Mỹ. Mức giá sẽ cao hơn, có thể lên đến hơn 100 triệu đồng nếu khách có nhu cầu ở lại lâu hơn tùy thuộc các mũi tiêm. ""Sở dĩ có mức giá khác nhau do có nhiều loại vắc xin sẽ được tiêm. Một số loại như Pfizer, Moderna cần phải tiêm 2 liều, mỗi liều cách nhau ít nhất 21 ngày, trong khi loại vắc xin mũi tiêm một lần có Johnson & Johnson. Tùy thuộc vào nhu cầu của du khách để có tính toán chi phí từ ban đầu nhưng khách được khuyến khích không ở Mỹ quá 31 ngày"", đại diện doanh nghiệp nói. Nhà tổ chức tour cũng tính toán đến các trường hợp có phản ứng nặng hơn bình thường sau khi tiêm sẽ được bảo hiểm du lịch chi trả. ""Chúng tôi nhắm đến nhóm khách doanh nghiệp, người có thu nhập cao, làm ăn bên ngoài và giới văn phòng ưa thích xê dịch. Khách có thể đi dạng cá nhân hoặc theo nhóm từ 8-10 người "", đại diện doanh nghiệp lữ hành cho biết thêm. Tour du lịch tiêm vắc xin từng được kỳ vọng sẽ là đòn bẩy cho ngành du lịch sau khi dịch COVID-19 dần được kiểm soát, tuy nhiên, tour vẫn gặp nhiều trở ngại do các nước đang áp dụng chính sách cách ly từ 14 đến 21 ngày khi nhập cảnh. Trong khi việc xuất cảnh ra nước ngoài với khách Việt Nam vẫn bình thường, thì khi nhập cảnh, họ phải tuân theo các quy định về cách ly. ""Nếu du khách vẫn đồng ý chính sách cách ly 21 ngày thì khả năng phát triển tour đi Mỹ tiêm vắc xin hoàn toàn khả thi"", ông cho biết.",Du lịch
"Bóng đá VN quyết tâm diệt trừ nạn tiêu cực TTO - Sáng 19-8, Hội nghị tổng kết các Giải bóng đá chuyên nghiệp Việt Nam tại TPHCM đã ""nóng như lửa"" khi nhiều vấn đề của mùa giải 2014 được thẳng thắn nêu ra, trong đó đáng chú ý nhất là chuyện phòng chống tiêu cực.",Du lịch
"Việt Nam đang nghiên cứu cơ chế ‘hộ chiếu vắc xin’ TTO - Bộ Ngoại giao đang nghiên cứu phương án ""hộ chiếu vắc xin"", người phát ngôn Lê Thị Thu Hằng cho biết tại họp báo thường kỳ chiều 11-3 ở Hà Nội. Trả lời câu hỏi của phóng viên, đại diện Bộ Ngoại giao nhận định ""hộ chiếu vắc xin "" là biện pháp đã được một số nước trên thế giới áp dụng.",Du lịch
"Du khách ghé Đà Nẵng, Quảng Nam và Thừa Thiên Huế dịp cuối năm được ưu đãi 'khủng' TTO - Hàng loạt ưu đãi khủng được ngành du lịch 3 tỉnh miền Trung dành cho du khách tham quan khám phá những tháng cuối năm vừa chính thức công bố với nhiều gói dịch vụ hấp dẫn. Tối 25-11, Sở Du lịch TP Đà Nẵng phối hợp cùng Sở Du lịch, Hiệp hội Du lịch và các doanh nghiệp tỉnh Quảng Nam và tỉnh Thừa Thiên Huế tổ chức chương trình kích cầu ""Ba địa phương - Một điểm đến nhiều trải nghiệm"". Bà Trương Thị Hồng Hạnh, giám đốc Sở Du lịch Đà Nẵng, cho biết ngành du lịch 3 địa phương sẽ mang đến du khách nhiều cảm xúc, trải nghiệm thú vị với các gói kích cầu hấp dẫn lần này.",Du lịch
"Belarus đóng cửa đại sứ quán ở Canada sau vụ việc máy bay của Ryanair TTO - Đại sứ quán Belarus tại Canada thông báo đóng cửa, sau khi Thủ tướng Canada Justin Trudeau lên án và cân nhắc các biện pháp trừng phạt Belarus vì vụ việc buộc máy bay của Hãng Ryanair hạ cánh. Cùng ngày, Ngoại trưởng Đức Heiko Maas cảnh báo Tổng thống Belarus Alexander Lukashenko sẽ ""trả giá đắt"" vì sự việc đã nêu. heo Hãng tin Reuters, Tổng thống Mỹ Joe Biden ngày 25-5 cho biết đang xem xét những biện pháp trừng phạt với Belarus nhưng không cung cấp thêm thông tin chi tiết. ""Điều đó đang được xem xét. Tôi không muốn dự đoán gì đến khi chúng tôi hoàn thành việc đó"" - ông Biden trả lời câu hỏi của phóng viên về việc Mỹ đang cân nhắc phương án trừng phạt nào nhằm vào Belarus.",Du lịch
"Quảng Ninh đặt mục tiêu đón 3 triệu lượt khách từ nay đến cuối năm 2020 TTO - Ngành du lịch tỉnh Quảng Ninh đặt mục tiêu và đưa ra nhiều giải pháp nhằm thu hút 3 triệu lượt khách du lịch đến địa phương này trong thời gian từ nay đến cuối năm 2020. Thông tin này được ông Phạm Ngọc Thủy - giám đốc Sở Du lịch tỉnh Quảng Ninh đưa ra tại buổi họp báo ngày 20-10, đồng thời cho biết ngành du lịch địa phương đang đưa ra hàng loạt giải pháp, xây dựng các chương trình để nhằm đạt được mục tiêu đề ra, trước mắt tập trung thu hút khách du lịch nội địa. sẵn sàng khởi động thị trường du lịch quốc tế vào thời điểm thích hợp, khẳng định Hạ Long, Quảng Ninh là điểm đến ""An toàn, Hấp dẫn, Trách nhiệm"" với thông điệp ""Đi lại an toàn, vui chơi an toàn, nghỉ dưỡng an toàn"".",Du lịch
"Quảng Ninh tung tiếp gói hỗ trợ 500 tỉ 'cứu' du lịch TTO - Trước bối cảnh dịch COVID-19 tiếp tục diễn biến phức tạp, các đại biểu HĐND tỉnh Quảng Ninh vừa thống nhất thông qua nghị quyết về một số giải pháp hỗ trợ kích cầu du lịch tỉnh Quảng Ninh năm 2021 với giá trị khoảng 500 tỉ đồng.",Du lịch
"Các nước đòi làm rõ vụ Đan Mạch giúp Mỹ nghe lén quan chức châu Âu TTO - Pháp, Đức, Na Uy, Thụy Điển lên tiếng đòi làm rõ tiết lộ của truyền thông Đan Mạch rằng nước này giúp Mỹ theo dõi các quan chức cấp cao châu Âu, bao gồm Thủ tướng Đức Angela Merkel.",Du lịch
"Chặn đứng nhiều tốp người vượt biên trên tuyến biên giới Việt - Lào TTO - Đêm 9-5, nhóm người từ Lào tìm cách qua đường biên vào Việt Nam ở huyện Nam Giang, tỉnh Quảng Nam đã bị bộ đội biên phòng bắt giữ, đưa đi cách ly. Bốn người Mông gồm: Sùng A Tùng (35 tuổi), Châu A Khai (25 tuổi), Sùng A Páo (43 tuổi), Lừa A De (33 tuổi), cùng trú tại huyện Phong Thổ, Lai Châu. Hai người còn lại gồm Đoàn Văn Minh, trú tại quận Liên Chiểu, Đà Nẵng và Tô Thị Huyền (trú tại huyện Bắc My, Quảng Nam). Làm việc với biên phòng, nhóm này khai cùng nhau lên biên giới, 4 người Mông tìm cách qua Lào khai thác dược liệu, Minh và Huyền là người thu mua, vận chuyển. Thời gian gần đây, các chốt biên phòng dọc biên giới Việt - Lào, đoạn qua tỉnh Quảng Nam liên tục được tăng cường lực lượng để chốt chặn, bắt giữ nhiều vụ vượt biên trái phép. Đa phần các vụ việc này đều liên quan đến những người lao động từ phía Bắc vào khai thác dược liệu. Thượng tá Dương Đệ Châu - đồn trưởng Đồn biên phòng A Xan (Tây Giang) - cho biết khi phát hiện nhóm người này, lực lượng biên phòng sẽ áp dụng mức xử phạt hành chính hành vi chính về việc xâm nhập vào khu vực cấm hoặc áp dụng các quy định về khai thác lâm sản. Trong năm 2020, riêng ở huyện Tây Giang đã xử lý gần 200 người vào vùng cấm, từ đầu năm tới nay biên phòng đã xử lý 33 người.",Du lịch
"Saigontourist Group: Liên kết vùng mang đến  nhiều sản phẩm du lịch nội địa ấn tượng Thời điểm ngành du lịch Việt Nam bị ảnh hưởng nặng vì COVID-19, Tổng công ty Du lịch Sài Gòn (Saigontourist Group) tiếp tục cho thấy vai trò tiên phong, đặc  biệt là hoạt động liên kết vùng, ra mắt nhiều tour du lịch nội địa ấn tượng.",Du lịch
